task_priority,task_duration,deadline_hours,slot_start_hour,slot_duration,preferred_start_hour,day_of_week,is_weekend,repeated_task,reminder_exists,category,duration_fit,user_available,before_deadline,valid_slot,preferred_time_match,priority_score,deadline_pressure,duration_efficiency,suitability_score
2,150,145,7,180,7,2,1,0,0,4,1,1,1,1,1.0,0.4,0.13690476190476186,0.8333333333333334,0.5175029369998773
2,30,54,6,150,19,3,0,0,0,2,1,1,1,1,0.06392786120670757,0.4,0.6785714285714286,0.2,0.35456033197024656
3,60,150,10,60,15,5,0,0,1,0,1,1,1,1,0.2865047968601901,0.6,0.1071428571428571,1.0,0.3983528251402036
1,90,163,7,150,14,3,0,0,0,5,1,1,1,1,0.17377394345044514,0.2,0.029761904761904767,0.6,0.15670394184837913
3,60,139,9,180,11,5,1,0,1,5,1,1,1,1,0.6065306597126334,0.6,0.17261904761904767,0.3333333333333333,0.44039070860690754
5,45,106,6,90,7,2,1,0,1,4,1,1,1,1,0.7788007830714049,1.0,0.36904761904761907,0.5,0.6961335667919163
1,150,124,6,150,19,2,1,0,1,1,1,1,1,1,0.06392786120670757,0.2,0.26190476190476186,1.0,0.26187578408019674
5,45,125,6,120,20,6,1,1,0,2,1,1,1,1,0.0820849986238988,1.0,0.25595238095238093,0.375,0.49393850266726935
5,30,127,9,45,20,2,0,1,1,2,1,1,1,1,0.06392786120670757,1.0,0.24404761904761907,0.6666666666666666,0.5501326776214756
1,30,122,10,150,14,6,1,0,1,0,1,1,1,1,0.36787944117144233,0.2,0.27380952380952384,0.2,0.28669296883595485
1,45,60,6,90,6,3,1,0,0,1,1,1,1,1,1.0,0.2,0.6428571428571428,0.5,0.5732937992954213
1,120,97,7,120,15,3,0,0,1,4,1,1,1,1,0.1353352832366127,0.2,0.42261904761904767,1.0,0.266511863020565
1,30,118,8,90,8,2,0,0,0,1,1,1,1,1,1.0,0.2,0.29761904761904767,0.3333333333333333,0.39817551137049695
5,30,146,10,120,19,3,0,0,1,2,1,1,1,1,0.10539922456186433,1.0,0.13095238095238093,0.25,0.4452023610621468
1,60,109,9,120,11,2,0,0,1,4,1,1,1,1,0.6065306597126334,0.2,0.35119047619047616,0.5,0.4209612745667406
5,45,139,7,90,16,2,1,0,1,2,1,1,1,1,0.10539922456186433,1.0,0.17261904761904767,0.5,0.5098480330248409
4,60,149,9,150,13,1,0,0,0,5,1,1,1,1,0.36787944117144233,0.8,0.11309523809523814,0.4,0.42106774496871263
3,30,160,6,60,18,3,1,0,0,4,1,1,1,1,0.049787068367863944,0.6,0.04761904761904767,0.5,0.2497916497570333
3,150,107,6,180,9,3,1,0,1,3,1,1,1,1,0.4723665527410147,0.6,0.36309523809523814,0.8333333333333334,0.5326735456418059
4,90,80,7,150,9,3,0,0,1,0,1,1,1,1,0.6065306597126334,0.8,0.5238095238095238,0.6,0.6627025812319343
2,45,150,11,180,21,5,1,0,1,0,1,1,1,1,0.0820849986238988,0.4,0.1071428571428571,0.25,0.2635124909483999
5,60,110,9,180,19,5,1,0,0,5,1,1,1,1,0.0820849986238988,1.0,0.34523809523809523,0.3333333333333333,0.49091976513813096
3,90,160,9,120,15,6,1,0,0,0,1,1,1,1,0.22313016014842982,0.6,0.04761904761904767,0.75,0.2811763697625943
1,150,73,6,180,17,0,1,1,1,2,1,1,1,1,0.06392786120670757,0.2,0.5654761904761905,0.8333333333333334,0.3650630747126308
3,30,111,9,150,16,0,1,0,1,0,1,1,1,1,0.17377394345044514,0.6,0.3392857142857143,0.2,0.37488182348484617
4,45,74,6,60,22,3,0,0,0,3,1,1,1,1,0.1353352832366127,0.8,0.5595238095238095,0.75,0.5036564046372732
3,30,106,9,90,21,6,1,0,1,4,1,1,1,1,0.049787068367863944,0.6,0.36904761904761907,0.3333333333333333,0.365611604288527
1,30,48,6,60,18,0,0,0,0,0,1,1,1,1,0.049787068367863944,0.2,0.7142857142857143,0.5,0.33650346829021965
3,45,131,6,150,14,6,1,0,0,3,1,1,1,1,0.1353352832366127,0.6,0.22023809523809523,0.3,0.3203353821419893
4,90,106,6,180,10,1,0,0,0,2,1,1,1,1,0.36787944117144233,0.8,0.36904761904761907,0.5,0.4776503929184086
4,180,148,6,180,17,5,0,0,0,4,1,1,1,1,0.06392786120670757,0.8,0.11904761904761907,1.0,0.36220981328259727
4,90,160,10,120,14,3,0,0,1,3,1,1,1,1,0.36787944117144233,0.8,0.04761904761904767,0.75,0.47287681027959827
5,45,106,9,180,17,2,0,0,1,3,1,1,1,1,0.1353352832366127,1.0,0.36904761904761907,0.25,0.5239401546407826
4,30,144,8,60,6,5,1,0,1,4,1,1,1,1,0.6065306597126334,0.8,0.1428571428571429,0.5,0.5026771466342522
3,45,119,10,180,11,0,0,0,1,0,1,1,1,1,0.7788007830714049,0.6,0.29166666666666663,0.25,0.5420217565902354
5,90,150,7,180,9,1,1,1,1,2,1,1,1,1,0.6065306597126334,1.0,0.1071428571428571,0.5,0.6146866833916483
3,90,108,9,120,15,6,1,1,1,5,1,1,1,1,0.22313016014842982,0.6,0.3571428571428571,0.75,0.47497245446541625
3,45,92,7,45,21,2,1,0,1,4,1,1,1,1,0.0820849986238988,0.6,0.45238095238095233,1.0,0.43797886263642927
5,45,127,9,60,17,2,1,0,0,5,1,1,1,1,0.1353352832366127,1.0,0.24404761904761907,0.75,0.4766184563437614
5,90,148,6,120,10,5,0,0,1,0,1,1,1,1,0.36787944117144233,1.0,0.11904761904761907,0.75,0.5564915843124725
5,30,142,8,180,8,6,1,0,0,4,1,1,1,1,1.0,1.0,0.15476190476190477,0.16666666666666666,0.641283600181097
5,120,72,7,180,12,6,1,0,1,3,1,1,1,1,0.2865047968601901,1.0,0.5714285714285714,0.6666666666666666,0.6124079223769763
3,30,103,7,150,19,0,1,0,0,1,1,1,1,1,0.049787068367863944,0.6,0.38690476190476186,0.2,0.3356720513588483
5,45,152,8,45,7,0,0,0,0,4,1,1,1,1,0.7788007830714049,1.0,0.09523809523809523,1.0,0.5986306147029857
3,30,137,11,120,15,2,0,0,1,3,1,1,1,1,0.36787944117144233,0.6,0.18452380952380953,0.25,0.37988195894484883
1,30,151,7,180,12,4,0,0,1,3,1,1,1,1,0.2865047968601901,0.2,0.10119047619047616,0.16666666666666666,0.1703665574730967
3,45,104,9,45,18,1,0,0,0,4,1,1,1,1,0.10539922456186433,0.6,0.38095238095238093,1.0,0.34618448118836387
4,60,149,8,150,14,4,1,0,0,1,1,1,1,1,0.22313016014842982,0.8,0.11309523809523814,0.4,0.4167112530034897
5,90,157,7,180,8,2,0,0,1,2,1,1,1,1,0.7788007830714049,1.0,0.06547619047619047,0.5,0.6585092893207364
1,60,150,8,150,8,5,0,0,0,5,1,1,1,1,1.0,0.2,0.1071428571428571,0.4,0.3805538213661297
1,45,109,7,120,21,2,0,0,0,5,1,1,1,1,0.0820849986238988,0.2,0.35119047619047616,0.375,0.22721163068107264
5,30,167,12,90,14,2,1,0,0,3,1,1,1,1,0.6065306597126334,1.0,0.005952380952380931,0.3333333333333333,0.5387354658068036
4,45,121,9,90,19,5,0,0,0,2,1,1,1,1,0.0820849986238988,0.8,0.27976190476190477,0.5,0.43906610246030875
1,30,116,9,180,16,1,0,0,1,3,1,1,1,1,0.17377394345044514,0.2,0.30952380952380953,0.16666666666666666,0.2531746073226513
2,90,148,7,180,7,5,0,0,1,2,1,1,1,1,1.0,0.4,0.11904761904761907,0.5,0.485827539107435
3,60,114,9,60,11,3,1,0,0,5,1,1,1,1,0.6065306597126334,0.6,0.3214285714285714,1.0,0.5242068601253965
1,60,157,7,90,9,4,0,1,0,3,1,1,1,1,0.6065306597126334,0.2,0.06547619047619047,0.6666666666666666,0.31353134596445953
3,150,100,7,150,19,4,1,0,0,1,1,1,1,1,0.049787068367863944,0.6,0.40476190476190477,1.0,0.37260102813160034
2,60,155,11,120,21,6,1,0,1,0,1,1,1,1,0.0820849986238988,0.4,0.07738095238095233,0.5,0.24671252641552438
2,30,120,6,30,9,5,1,1,0,4,1,1,1,1,0.4723665527410147,0.4,0.2857142857142857,1.0,0.41028521441757604
3,150,143,6,150,17,0,0,1,0,1,1,1,1,1,0.06392786120670757,0.6,0.14880952380952384,1.0,0.33715609816404574
2,60,96,7,60,7,4,1,1,1,5,1,1,1,1,1.0,0.4,0.4285714285714286,1.0,0.663066719710529
1,60,160,7,150,20,3,1,0,0,1,1,1,1,1,0.06392786120670757,0.2,0.04761904761904767,0.4,0.12799883562290962
4,90,152,9,90,16,2,0,0,1,2,1,1,1,1,0.17377394345044514,0.8,0.09523809523809523,1.0,0.3863454211621925
4,60,167,7,60,17,5,0,0,0,1,1,1,1,1,0.0820849986238988,0.8,0.005952380952380931,1.0,0.33872575401462884
5,30,49,7,150,6,6,0,0,0,5,1,1,1,1,0.7788007830714049,1.0,0.7083333333333333,0.2,0.7772300524293583
4,120,166,6,180,19,5,1,0,0,3,1,1,1,1,0.06392786120670757,0.8,0.011904761904761862,0.6666666666666666,0.3317988866532814
5,60,118,7,90,10,5,0,0,1,4,1,1,1,1,0.4723665527410147,1.0,0.29761904761904767,0.6666666666666666,0.6329244518692962
3,30,56,7,60,17,2,0,0,1,3,1,1,1,1,0.0820849986238988,0.6,0.6666666666666667,0.5,0.4981471498733368
5,60,118,8,180,19,3,1,1,0,3,1,1,1,1,0.06392786120670757,1.0,0.29761904761904767,0.3333333333333333,0.5118717601300933
5,45,30,6,120,13,5,1,0,0,1,1,1,1,1,0.17377394345044514,1.0,0.8214285714285714,0.375,0.6578518418042919
1,60,149,10,150,12,3,0,0,0,2,1,1,1,1,0.6065306597126334,0.2,0.11309523809523814,0.4,0.3223656224513569
4,45,119,7,180,9,3,0,0,0,2,1,1,1,1,0.6065306597126334,0.8,0.29166666666666663,0.25,0.5602344125598703
1,60,156,11,180,12,3,1,1,0,4,1,1,1,1,0.7788007830714049,0.2,0.0714285714285714,0.3333333333333333,0.34148888680605427
5,30,153,10,90,9,2,0,1,0,4,1,1,1,1,0.7788007830714049,1.0,0.0892857142857143,0.3333333333333333,0.6103209037649497
3,120,122,9,180,7,3,1,1,0,4,1,1,1,1,0.6065306597126334,0.6,0.27380952380952384,0.6666666666666666,0.48563460773737016
4,30,163,9,45,8,2,1,0,0,0,1,1,1,1,0.7788007830714049,0.8,0.029761904761904767,0.6666666666666666,0.5238478099708456
4,45,121,6,45,22,0,1,0,1,3,1,1,1,1,0.1353352832366127,0.8,0.27976190476190477,1.0,0.4816973396446912
1,60,158,8,60,9,6,0,0,0,0,1,1,1,1,0.7788007830714049,0.2,0.059523809523809534,1.0,0.3199347519570956
1,60,116,8,90,19,6,0,0,1,1,1,1,1,1,0.06392786120670757,0.2,0.30952380952380953,0.6666666666666666,0.2822925375360138
5,30,122,9,150,10,2,0,0,0,3,1,1,1,1,0.7788007830714049,1.0,0.27380952380952384,0.2,0.6311197009866584
5,45,136,7,60,15,6,0,0,1,3,1,1,1,1,0.1353352832366127,1.0,0.19047619047619047,0.75,0.4787048360458229
4,60,163,7,60,15,5,1,1,0,3,1,1,1,1,0.1353352832366127,0.8,0.029761904761904767,1.0,0.41467477954386717
3,60,95,7,60,11,1,1,0,0,3,1,1,1,1,0.36787944117144233,0.6,0.43452380952380953,1.0,0.47597673932483753
3,120,92,7,180,16,6,0,0,0,2,1,1,1,1,0.10539922456186433,0.6,0.45238095238095233,0.6666666666666666,0.42661187275221796
4,150,117,6,150,6,4,1,0,0,0,1,1,1,1,1.0,0.8,0.3035714285714286,1.0,0.6789536333702033
3,45,97,9,45,17,4,1,0,0,1,1,1,1,1,0.1353352832366127,0.6,0.42261904761904767,1.0,0.39832034473206707
1,45,122,6,120,13,4,1,0,1,5,1,1,1,1,0.17377394345044514,0.2,0.27380952380952384,0.375,0.20695246319701982
3,45,166,7,60,13,2,0,1,0,3,1,1,1,1,0.22313016014842982,0.6,0.011904761904761862,0.75,0.3194575789787853
2,180,112,6,180,13,4,1,0,1,5,1,1,1,1,0.17377394345044514,0.4,0.33333333333333337,1.0,0.3987529188554718
2,45,139,6,120,15,0,1,0,0,1,1,1,1,1,0.10539922456186433,0.4,0.17261904761904767,0.375,0.26487675448791714
2,45,162,11,90,15,5,1,0,1,0,1,1,1,1,0.36787944117144233,0.4,0.0357142857142857,0.5,0.29619612056802763
5,120,103,6,180,17,0,0,0,1,5,1,1,1,1,0.06392786120670757,1.0,0.38690476190476186,0.6666666666666666,0.5135968715385659
4,30,122,9,120,20,0,0,0,0,2,1,1,1,1,0.06392786120670757,0.8,0.27380952380952384,0.25,0.399133142320754
1,60,77,8,60,6,5,1,1,0,4,1,1,1,1,0.6065306597126334,0.2,0.5416666666666667,1.0,0.4344582089381972
1,45,115,7,90,12,6,0,0,1,2,1,1,1,1,0.2865047968601901,0.2,0.31547619047619047,0.5,0.29601712628492555
2,180,138,8,180,10,0,0,0,1,3,1,1,1,1,0.6065306597126334,0.4,0.1785714285714286,1.0,0.4628515589224382
2,30,65,7,30,9,2,1,1,0,3,1,1,1,1,0.6065306597126334,0.4,0.6130952380952381,1.0,0.5203438870629437
5,30,20,6,45,14,1,1,0,0,0,1,1,1,1,0.1353352832366127,1.0,0.8809523809523809,0.6666666666666666,0.6473761321492056
4,30,115,7,45,8,0,0,0,0,5,1,1,1,1,0.7788007830714049,0.8,0.31547619047619047,0.6666666666666666,0.6200977933126381
2,45,153,9,60,7,6,0,0,0,5,1,1,1,1,0.6065306597126334,0.4,0.0892857142857143,0.75,0.3872876142800299
2,30,76,6,150,15,6,1,0,1,0,1,1,1,1,0.10539922456186433,0.4,0.5476190476190477,0.2,0.33943129208645484
1,45,66,8,180,12,0,0,0,1,2,1,1,1,1,0.36787944117144233,0.2,0.6071428571428572,0.25,0.37398196583497006
3,30,163,10,90,14,4,0,0,0,3,1,1,1,1,0.36787944117144233,0.6,0.029761904761904767,0.3333333333333333,0.3546848205524631
5,45,150,11,180,21,4,1,0,1,1,1,1,1,1,0.0820849986238988,1.0,0.1071428571428571,0.25,0.42779616855602726
5,90,148,9,120,18,1,1,0,1,4,1,1,1,1,0.10539922456186433,1.0,0.11904761904761907,0.75,0.48770403901609766
1,150,83,6,180,13,2,0,0,1,4,1,1,1,1,0.17377394345044514,0.2,0.5059523809523809,0.8333333333333334,0.33574233242052043
4,60,92,8,60,6,4,1,1,0,3,1,1,1,1,0.6065306597126334,0.8,0.45238095238095233,1.0,0.6342599855821006
1,120,151,9,120,17,1,0,0,0,2,1,1,1,1,0.1353352832366127,0.2,0.10119047619047616,1.0,0.16942646620409807
1,45,58,6,60,21,4,1,0,0,0,1,1,1,1,0.10539922456186433,0.2,0.6547619047619048,0.75,0.35686569884355845
5,30,64,6,90,6,5,0,1,1,3,1,1,1,1,1.0,1.0,0.6190476190476191,0.3333333333333333,0.8083746647926273
2,120,144,9,180,13,2,1,1,1,1,1,1,1,1,0.36787944117144233,0.4,0.1428571428571429,0.6666666666666666,0.3562077958459989
1,30,137,7,90,17,1,1,0,1,4,1,1,1,1,0.0820849986238988,0.2,0.18452380952380953,0.3333333333333333,0.22173611522153264
4,45,130,6,150,6,6,0,1,0,2,1,1,1,1,1.0,0.8,0.22619047619047616,0.3,0.6226460981881634
1,90,147,8,120,13,6,0,0,0,2,1,1,1,1,0.2865047968601901,0.2,0.125,0.75,0.24293725337526542
2,30,164,12,45,20,1,0,0,0,0,1,1,1,1,0.1353352832366127,0.4,0.023809523809523836,0.6666666666666666,0.20882166446114883
4,30,89,7,30,18,2,0,1,0,0,1,1,1,1,0.06392786120670757,0.8,0.47023809523809523,1.0,0.5082300192009083
5,30,146,11,30,12,0,1,1,0,3,1,1,1,1,0.7788007830714049,1.0,0.13095238095238093,1.0,0.6408404197437756
1,90,166,7,120,6,5,0,0,1,4,1,1,1,1,0.7788007830714049,0.2,0.011904761904761862,0.75,0.3421375832980358
5,45,55,7,150,16,4,1,0,1,1,1,1,1,1,0.10539922456186433,1.0,0.6726190476190477,0.3,0.5907510577919839
5,60,60,6,60,9,4,0,0,0,5,1,1,1,1,0.4723665527410147,1.0,0.6428571428571428,1.0,0.7076092163131202
3,45,88,8,45,22,0,0,0,0,2,1,1,1,1,0.0820849986238988,0.6,0.47619047619047616,1.0,0.42537320394177225
1,150,156,10,150,6,4,1,0,0,3,1,1,1,1,0.36787944117144233,0.2,0.0714285714285714,1.0,0.25682988842037735
4,150,147,9,180,14,6,1,0,0,4,1,1,1,1,0.2865047968601901,0.8,0.125,0.8333333333333334,0.47939637313035566
5,30,143,7,45,9,6,1,0,0,3,1,1,1,1,0.6065306597126334,1.0,0.14880952380952384,0.6666666666666666,0.5615094896509063
1,120,167,7,180,17,1,0,1,0,2,1,1,1,1,0.0820849986238988,0.2,0.005952380952380931,0.6666666666666666,0.14115105589268093
5,30,80,7,180,21,4,0,0,1,1,1,1,1,1,0.0820849986238988,1.0,0.5238095238095238,0.16666666666666666,0.5146004823471818
4,90,119,8,90,19,0,0,0,0,5,1,1,1,1,0.06392786120670757,0.8,0.29166666666666663,1.0,0.3927157155872652
3,45,125,7,45,11,1,0,0,0,0,1,1,1,1,0.36787944117144233,0.6,0.25595238095238093,1.0,0.38599769348074237
2,60,96,6,90,14,2,1,1,1,2,1,1,1,1,0.1353352832366127,0.4,0.4285714285714286,0.6666666666666666,0.37472603349605504
5,45,125,10,60,18,2,0,1,1,1,1,1,1,1,0.1353352832366127,1.0,0.25595238095238093,0.75,0.5316236546770671
4,30,137,6,150,22,0,0,1,1,3,1,1,1,1,0.1353352832366127,0.8,0.18452380952380953,0.2,0.40659470574289636
5,30,115,7,180,18,2,1,1,1,4,1,1,1,1,0.06392786120670757,1.0,0.31547619047619047,0.16666666666666666,0.5491905133199385
2,30,68,7,60,6,5,0,0,0,5,1,1,1,1,0.7788007830714049,0.4,0.5952380952380952,0.5,0.5001738708559462
2,60,147,6,150,18,0,1,0,1,3,1,1,1,1,0.049787068367863944,0.4,0.125,0.4,0.2589452602356254
5,30,139,9,30,14,0,1,0,0,3,1,1,1,1,0.2865047968601901,1.0,0.17261904761904767,1.0,0.5460825771206013
1,45,70,6,150,12,4,1,1,0,0,1,1,1,1,0.22313016014842982,0.2,0.5833333333333333,0.3,0.3452992606435013
4,45,61,6,180,18,0,0,0,1,2,1,1,1,1,0.049787068367863944,0.8,0.6369047619047619,0.25,0.5615346221320551
4,45,76,6,60,8,5,1,1,0,4,1,1,1,1,0.6065306597126334,0.8,0.5476190476190477,0.75,0.6315834102753658
2,45,68,7,120,12,1,0,0,1,5,1,1,1,1,0.2865047968601901,0.4,0.5952380952380952,0.375,0.40421323819100796
4,120,121,8,180,12,2,0,1,0,2,1,1,1,1,0.36787944117144233,0.8,0.27976190476190477,0.6666666666666666,0.4784814453439692
2,45,134,10,120,9,4,0,1,0,3,1,1,1,1,0.7788007830714049,0.4,0.20238095238095233,0.375,0.4464104119843643
2,120,157,7,180,14,1,1,1,0,0,1,1,1,1,0.17377394345044514,0.4,0.06547619047619047,0.6666666666666666,0.2663852868980448
5,90,118,7,90,10,3,0,0,1,3,1,1,1,1,0.4723665527410147,1.0,0.29761904761904767,1.0,0.6118027921753273
1,30,103,6,120,19,2,0,0,0,4,1,1,1,1,0.06392786120670757,0.2,0.38690476190476186,0.25,0.1769056788184945
4,30,93,9,60,16,3,0,0,1,5,1,1,1,1,0.17377394345044514,0.8,0.4464285714285714,0.5,0.5058353464607497
2,60,106,8,90,15,6,0,1,1,3,1,1,1,1,0.17377394345044514,0.4,0.36904761904761907,0.6666666666666666,0.3976279161726652
4,60,111,7,60,13,2,1,0,0,4,1,1,1,1,0.22313016014842982,0.8,0.3392857142857143,1.0,0.47794974626920367
2,30,111,6,30,7,6,1,0,0,2,1,1,1,1,0.7788007830714049,0.4,0.3392857142857143,1.0,0.47018113520835497
1,30,115,9,30,22,0,1,0,1,3,1,1,1,1,0.06392786120670757,0.2,0.31547619047619047,1.0,0.26353550899229766
4,90,81,6,180,21,5,1,0,0,0,1,1,1,1,0.10539922456186433,0.8,0.5178571428571428,0.5,0.4833187813664897
4,30,133,11,30,17,6,0,1,0,5,1,1,1,1,0.22313016014842982,0.8,0.20833333333333337,1.0,0.4290494939429642
4,60,152,6,120,9,6,0,0,0,3,1,1,1,1,0.4723665527410147,0.8,0.09523809523809523,0.5,0.45486948113503717
4,30,68,7,120,15,2,0,0,1,4,1,1,1,1,0.1353352832366127,0.8,0.5952380952380952,0.25,0.4755180898481397
1,90,128,8,120,17,0,1,0,0,4,1,1,1,1,0.10539922456186433,0.2,0.23809523809523814,0.75,0.22378989495934432
1,30,137,6,90,20,2,1,0,0,0,1,1,1,1,0.0820849986238988,0.2,0.18452380952380953,0.3333333333333333,0.17353278964693283
4,45,135,8,60,18,0,1,0,0,4,1,1,1,1,0.0820849986238988,0.8,0.1964285714285714,0.75,0.42431494959522326
5,45,147,10,60,10,4,1,0,1,5,1,1,1,1,1.0,1.0,0.125,0.75,0.6957496798792824
1,30,84,6,45,15,1,1,0,0,5,1,1,1,1,0.10539922456186433,0.2,0.5,0.6666666666666666,0.2814816996182079
4,120,146,6,180,16,3,1,0,0,3,1,1,1,1,0.0820849986238988,0.8,0.13095238095238093,0.6666666666666666,0.38454673415309365
4,60,136,10,60,8,4,0,0,0,2,1,1,1,1,0.6065306597126334,0.8,0.19047619047619047,1.0,0.5469111502374638
2,30,67,7,150,9,5,1,0,0,4,1,1,1,1,0.6065306597126334,0.4,0.6011904761904762,0.2,0.5143179199464814
2,60,136,7,60,19,0,0,0,0,2,1,1,1,1,0.049787068367863944,0.4,0.19047619047619047,1.0,0.24036860816834757
5,60,88,8,90,16,5,1,1,1,3,1,1,1,1,0.1353352832366127,1.0,0.47619047619047616,0.6666666666666666,0.5907557642522684
4,45,151,11,60,18,4,1,0,0,3,1,1,1,1,0.17377394345044514,0.8,0.10119047619047616,0.75,0.36982923047638305
4,60,115,7,90,22,4,1,0,1,5,1,1,1,1,0.10539922456186433,0.8,0.31547619047619047,0.6666666666666666,0.4736109893791847
1,90,113,9,120,20,6,1,0,0,0,1,1,1,1,0.06392786120670757,0.2,0.32738095238095233,0.75,0.22230560210730077
5,45,110,7,180,15,5,1,0,1,5,1,1,1,1,0.1353352832366127,1.0,0.34523809523809523,0.25,0.49938480619764297
2,90,164,10,180,12,2,0,0,0,5,1,1,1,1,0.6065306597126334,0.4,0.023809523809523836,0.5,0.2833003678417115
3,120,89,6,180,13,6,0,1,1,0,1,1,1,1,0.17377394345044514,0.6,0.47023809523809523,0.6666666666666666,0.4852223029124075
2,150,110,6,150,20,0,0,0,1,4,1,1,1,1,0.0820849986238988,0.4,0.34523809523809523,1.0,0.3336127897483888
3,90,138,7,150,6,1,0,0,0,4,1,1,1,1,0.7788007830714049,0.6,0.1785714285714286,0.6,0.4749776595006277
1,150,162,6,150,16,0,1,0,0,2,1,1,1,1,0.0820849986238988,0.2,0.0357142857142857,1.0,0.17837762082170175
3,150,128,8,150,18,3,1,0,0,4,1,1,1,1,0.0820849986238988,0.6,0.23809523809523814,1.0,0.35243199523932983
1,45,68,6,45,14,5,1,1,0,1,1,1,1,1,0.1353352832366127,0.2,0.5952380952380952,1.0,0.362786420670978
3,30,142,11,150,9,6,0,0,0,4,1,1,1,1,0.6065306597126334,0.6,0.15476190476190477,0.2,0.394484152110345
3,45,45,6,120,15,4,0,0,1,1,1,1,1,1,0.10539922456186433,0.6,0.7321428571428572,0.375,0.504312208364658
2,60,79,6,180,9,6,0,0,0,5,1,1,1,1,0.4723665527410147,0.4,0.5297619047619048,0.3333333333333333,0.4576459723444109
1,60,139,8,120,10,6,1,0,1,5,1,1,1,1,0.6065306597126334,0.2,0.17261904761904767,0.5,0.31844823257272586
2,30,110,10,90,12,5,0,0,0,2,1,1,1,1,0.6065306597126334,0.4,0.34523809523809523,0.3333333333333333,0.4256937506394047
3,60,139,8,120,19,6,1,0,0,1,1,1,1,1,0.06392786120670757,0.6,0.17261904761904767,0.5,0.31851426132575456
3,30,131,8,120,16,4,1,0,0,5,1,1,1,1,0.1353352832366127,0.6,0.22023809523809523,0.25,0.28533872195206
2,45,127,8,180,16,0,1,0,0,5,1,1,1,1,0.1353352832366127,0.4,0.24404761904761907,0.25,0.2444784876021993
3,30,108,7,30,15,0,1,0,0,1,1,1,1,1,0.1353352832366127,0.6,0.3571428571428571,1.0,0.3819079513617655
5,45,71,6,45,17,1,1,0,0,5,1,1,1,1,0.06392786120670757,1.0,0.5773809523809523,1.0,0.5406431207861283
4,30,146,9,180,22,2,1,0,0,2,1,1,1,1,0.06392786120670757,0.8,0.13095238095238093,0.16666666666666666,0.3702431058849068
1,45,82,8,150,19,0,1,0,0,2,1,1,1,1,0.06392786120670757,0.2,0.5119047619047619,0.3,0.21937691190399117
3,90,149,7,90,19,1,1,0,0,1,1,1,1,1,0.049787068367863944,0.6,0.11309523809523814,1.0,0.3340372745262611
4,45,106,9,45,7,3,0,0,1,5,1,1,1,1,0.6065306597126334,0.8,0.36904761904761907,1.0,0.6185967596116454
2,60,157,8,180,13,2,1,0,0,2,1,1,1,1,0.2865047968601901,0.4,0.06547619047619047,0.3333333333333333,0.22253952466561064
1,30,163,9,180,16,5,1,1,0,5,1,1,1,1,0.17377394345044514,0.2,0.029761904761904767,0.16666666666666666,0.14146723356651622
1,30,126,8,60,16,6,1,0,0,3,1,1,1,1,0.1353352832366127,0.2,0.25,0.5,0.1764716166373473
1,45,77,7,45,10,3,1,0,0,1,1,1,1,1,0.4723665527410147,0.2,0.5416666666666667,1.0,0.36288564692244774
5,45,134,9,45,8,1,1,0,1,3,1,1,1,1,0.7788007830714049,1.0,0.20238095238095233,1.0,0.6387885120192802
5,30,113,8,30,18,1,1,0,0,3,1,1,1,1,0.0820849986238988,1.0,0.32738095238095233,1.0,0.5187911566219509
2,120,115,7,180,10,4,0,1,0,5,1,1,1,1,0.4723665527410147,0.4,0.31547619047619047,0.6666666666666666,0.38348770488918854
1,30,127,9,30,7,1,1,0,1,2,1,1,1,1,0.6065306597126334,0.2,0.24404761904761907,1.0,0.3231753360834932
3,45,109,8,150,18,1,1,0,1,5,1,1,1,1,0.0820849986238988,0.6,0.35119047619047616,0.3,0.36725082121398606
1,60,76,8,120,14,1,0,0,1,4,1,1,1,1,0.22313016014842982,0.2,0.5476190476190477,0.5,0.3286042445052525
1,30,66,7,150,15,2,1,1,1,2,1,1,1,1,0.1353352832366127,0.2,0.6071428571428572,0.2,0.35784384781439543
2,30,156,11,90,12,4,0,1,0,0,1,1,1,1,0.7788007830714049,0.4,0.0714285714285714,0.3333333333333333,0.38215161295186184
4,30,149,6,180,12,5,0,0,1,4,1,1,1,1,0.22313016014842982,0.8,0.11309523809523814,0.16666666666666666,0.41106659322171385
3,45,124,7,180,17,1,1,1,1,4,1,1,1,1,0.0820849986238988,0.6,0.26190476190476186,0.25,0.3324777905646873
3,30,103,9,120,14,1,0,0,1,1,1,1,1,1,0.2865047968601901,0.6,0.38690476190476186,0.25,0.42108193187177073
4,120,79,7,150,11,4,0,1,0,2,1,1,1,1,0.36787944117144233,0.8,0.5297619047619048,0.8,0.595808332969405
3,30,145,11,150,19,1,0,0,0,3,1,1,1,1,0.1353352832366127,0.6,0.13690476190476186,0.2,0.2692535302426525
1,120,144,10,180,7,3,1,0,0,5,1,1,1,1,0.4723665527410147,0.2,0.1428571428571429,0.6666666666666666,0.3161222731960649
4,180,130,7,180,15,1,0,0,1,1,1,1,1,1,0.1353352832366127,0.8,0.22619047619047616,1.0,0.4924316001031452
2,45,94,8,90,14,6,0,1,0,2,1,1,1,1,0.22313016014842982,0.4,0.44047619047619047,0.5,0.3624078494056898
5,45,154,9,45,12,0,1,1,1,0,1,1,1,1,0.4723665527410147,1.0,0.08333333333333337,1.0,0.5899850249722036
